书名,作者,豆瓣评分,豆瓣链接
《希腊左巴》,（希腊）尼科斯·卡赞扎基,8.6,https://book.douban.com/subject/5299768/
《哀伤的墙》,[法] 雅斯米纳·卡黛哈,8.6,https://book.douban.com/subject/26798156/
《我还是很喜欢你》,苏豆芽,8.6,https://book.douban.com/subject/26889862/
《一桩事先张扬的凶杀案》,[哥伦比亚] 加西亚·马尔克斯,8.6,https://book.douban.com/subject/24382569/
《校园秘史》,(美)唐娜·塔特,8.6,https://book.douban.com/subject/1962078/
《荆棘鸟》,[澳] 考琳·麦卡洛,8.6,https://book.douban.com/subject/1086249/
《2666》,[智利] 罗贝托·波拉尼奥,8.6,https://book.douban.com/subject/6800379/
《金阁寺》,[日] 三岛由纪夫,8.6,https://book.douban.com/subject/3391248/
《布鲁克林有棵树》,贝蒂·史密斯（Betty Smith),8.6,https://book.douban.com/subject/3826899/
《不然你搬去火星啊》,[日] 伊坂幸太郎,8.6,https://book.douban.com/subject/26846483/
《情书》,[日] 岩井俊二,8.6,https://book.douban.com/subject/1080370/
《遥远的星辰》,[智利] 罗贝托·波拉尼奥,8.6,https://book.douban.com/subject/25985982/
《冷血》,杜鲁门·卡波特,8.6,https://book.douban.com/subject/4245064/
《红拂夜奔》,王小波,8.6,https://book.douban.com/subject/1418686/
《半生缘》,张爱玲,8.6,https://book.douban.com/subject/1963684/
《纽约客》,白先勇,8.6,https://book.douban.com/subject/5337243/
《迷宫中的将军》,[哥伦比亚] 加西亚·马尔克斯,8.6,https://book.douban.com/subject/25985126/
《都柏林人》,[爱尔兰] 詹姆斯·乔伊斯,8.6,https://book.douban.com/subject/4908872/
《恶童日记》,[匈牙利] 雅歌塔·克里斯多夫,8.6,https://book.douban.com/subject/3315879/
《日瓦戈医生》,〔苏〕鲍里斯·帕斯捷尔纳克,8.6,https://book.douban.com/subject/1469878/
《琅琊榜》,海宴,8.6,https://book.douban.com/subject/2326571/
《梦中的欢快葬礼和十二个异乡故事》,[哥伦比亚] 加西亚·马尔克斯,8.6,https://book.douban.com/subject/26276924/
《华胥引（全二册）》,唐七公子,8.6,https://book.douban.com/subject/5916880/
《荆棘之城》,[英]萨拉·沃特斯,8.6,https://book.douban.com/subject/4143051/
《战争与和平（全四册）》,[俄] 列夫·托尔斯泰,8.6,https://book.douban.com/subject/1013469/
《圣诞忆旧集》,[美] 杜鲁门·卡坡蒂,8.6,https://book.douban.com/subject/3326892/
《俗世奇人》,冯骥才,8.6,https://book.douban.com/subject/3389984/
《傅科摆》,(意)翁贝托·埃科,8.6,https://book.douban.com/subject/20515828/
《美好的七年》,（以色列）埃特加·凯雷特/Etgar Keret,8.6,https://book.douban.com/subject/26642648/
《他们说，我是幸运的》,[美]艾丽斯·西伯德,8.6,https://book.douban.com/subject/26821757/
《少年Pi的奇幻漂流（插图珍藏版）》,[加拿大] 扬·马特尔,8.6,https://book.douban.com/subject/20326626/
《青铜时代》,王小波,8.6,https://book.douban.com/subject/1085883/
《波斯少年》,[英] 玛丽·瑞瑙特,8.6,https://book.douban.com/subject/4175473/
《世界上所有的夜晚》,迟子建,8.6,https://book.douban.com/subject/3075281/
《ZOO》,[日] 乙一,8.6,https://book.douban.com/subject/2297697/
《那个不为人知的故事》,twentine,8.6,https://book.douban.com/subject/26680113/
《少年巴比伦》,路内,8.6,https://book.douban.com/subject/3194071/
《被嫌弃的松子的一生》,[日] 山田宗树,8.6,https://book.douban.com/subject/25744411/
《隐秘的幸福》,[巴西] 克拉丽丝·李斯佩克朵,8.6,https://book.douban.com/subject/26716997/
《有顶天家族》,[日] 森见登美彦,8.6,https://book.douban.com/subject/20473089/
《乡村生活图景》,[以色列] 阿摩司·奥兹,8.6,https://book.douban.com/subject/26602780/
《风之影》,[西] 卡洛斯·鲁依斯·萨丰,8.6,https://book.douban.com/subject/1917078/
《罗生门》,[日]芥川龙之介,8.6,https://book.douban.com/subject/3136271/
《阿Q正传》,鲁迅,8.6,https://book.douban.com/subject/1088065/
《麦琪的礼物》,[美] 欧·亨利,8.6,https://book.douban.com/subject/1051193/
《大师》,[爱尔兰] 科尔姆·托宾,8.6,https://book.douban.com/subject/3138839/
《第九个寡妇》,严歌苓,8.6,https://book.douban.com/subject/1752755/
《在一个陌生的房间》,[南非]达蒙·加尔格特（Damon Galgut）,8.6,https://book.douban.com/subject/26823153/
《宵待草夜情》,[日] 连城三纪彦,8.6,https://book.douban.com/subject/26367367/
《阴阳师》,[日] 梦枕貘,8.6,https://book.douban.com/subject/1220219/
《守望灯塔》,(英)詹妮特·温特森,8.6,https://book.douban.com/subject/1468997/
《旧地重游》,[英]伊夫林·沃（Evelyn Waugh）,8.6,https://book.douban.com/subject/3765092/
《搏击俱乐部》,[美]查克·帕拉纽克,8.6,https://book.douban.com/subject/3821057/
《木麻黄树》,[英] 毛姆,8.6,https://book.douban.com/subject/10473355/
《夜》,[美] 埃利·威塞尔,8.6,https://book.douban.com/subject/25900687/
《微暗的火》,[美]弗拉基米尔·纳博科夫,8.6,https://book.douban.com/subject/2973335/
《人皮论语》,冶文彪,8.6,https://book.douban.com/subject/5390091/
《微物之神》,[印度] 阿兰达蒂·洛伊,8.6,https://book.douban.com/subject/1771464/
《深河》,远藤周作,8.6,https://book.douban.com/subject/3842847/
《权力与荣耀》,（英）格雷厄姆·格林,8.6,https://book.douban.com/subject/2568438/
《禁色》,三岛由纪夫,8.6,https://book.douban.com/subject/5366440/
《城市与狗》,（秘鲁）略萨,8.6,https://book.douban.com/subject/2073481/
《一生欠安》,李梦霁,8.6,https://book.douban.com/subject/26868621/
《幽灵之家》,(智利)伊莎贝尔·阿连德,8.6,https://book.douban.com/subject/2061444/
《春宵苦短，少女前進吧！》,森見登美彥,8.6,https://book.douban.com/subject/3920144/
《剧院风情》,（英）萨默塞特·毛姆,8.6,https://book.douban.com/subject/3010128/
《盗墓笔记》,南派三叔,8.6,https://book.douban.com/subject/6953273/
《万寿寺》,王小波,8.6,https://book.douban.com/subject/1763806/
《告白》,湊佳苗,8.6,https://book.douban.com/subject/3920130/
《里斯本夜车》,(瑞士)帕斯卡·梅西耶,8.6,https://book.douban.com/subject/20435635/
《此岸》,马曳,8.6,https://book.douban.com/subject/26772226/
《静静的顿河（全四册）》,[苏] 肖洛霍夫,8.6,https://book.douban.com/subject/1035478/
《变形记》,卡夫卡,8.6,https://book.douban.com/subject/1873900/
《提堂》,[英] 希拉里·曼特尔,8.6,https://book.douban.com/subject/25887908/
《無愛紀》,黃碧雲,8.6,https://book.douban.com/subject/1316606/
《七声》,葛亮,8.6,https://book.douban.com/subject/6048071/
《杀手界·疾风号》,(日)伊坂幸太郎,8.6,https://book.douban.com/subject/26314930/
《战略高手》,[美] 埃尔默·伦纳德,8.6,https://book.douban.com/subject/26760973/
《爱因斯坦的梦》,[美] 阿兰·莱特曼,8.6,https://book.douban.com/subject/1030789/
《狂人日记》,鲁迅,8.6,https://book.douban.com/subject/1398395/
《艾比斯之梦》,[日] 山本弘,8.6,https://book.douban.com/subject/24538715/
《古都》,川端康成,8.6,https://book.douban.com/subject/1009094/
《诊疗椅上的谎言》,[美]欧文·亚隆Irvin D. Yalom,8.6,https://book.douban.com/subject/1936756/
《第2份工作》,京宝儿,8.6,https://book.douban.com/subject/11516220/
《钓鱼的男孩》,[尼日利亚] 奇戈希·奥比奥玛,8.5,https://book.douban.com/subject/26837288/
《夏日启示录》,[日] 笠井洁,8.5,https://book.douban.com/subject/26797395/
《不能承受的生命之轻》,[捷克] 米兰·昆德拉,8.5,https://book.douban.com/subject/1017143/
《心是孤独的猎手》,[美] 卡森·麦卡勒斯,8.5,https://book.douban.com/subject/1424741/
《倾城之恋》,张爱玲,8.5,https://book.douban.com/subject/1090043/
《焚舟纪》,[英] 安吉拉·卡特,8.5,https://book.douban.com/subject/6797396/
《不朽》,米兰·昆德拉,8.5,https://book.douban.com/subject/1060117/
《玫瑰的名字》,[意] 翁贝托·埃科,8.5,https://book.douban.com/subject/3836566/
《美丽新世界》,[英] 阿道司·赫胥黎,8.5,https://book.douban.com/subject/1321789/
《屠夫十字镇》,[美] 约翰·威廉斯,8.5,https://book.douban.com/subject/26765928/
《岁月如风小少年》,曾良君,8.5,https://book.douban.com/subject/26810629/
《世界尽头与冷酷仙境》,[日] 村上春树,8.5,https://book.douban.com/subject/1291809/
《丹麦女孩》,大卫埃贝尔舍夫,8.5,https://book.douban.com/subject/26861450/
《鳄鱼街》,[波] 布鲁诺·舒尔茨,8.5,https://book.douban.com/subject/4203630/
《无影人》,赵志明,8.5,https://book.douban.com/subject/26811966/
《没有人给他写信的上校》,[哥伦比亚] 加西亚·马尔克斯,8.5,https://book.douban.com/subject/20392523/
《香水》,[德] 帕·聚斯金德,8.5,https://book.douban.com/subject/1292416/
《自由》,[美] 乔纳森·弗兰岑,8.5,https://book.douban.com/subject/10569619/
《余生请多指教》,柏林石匠,8.5,https://book.douban.com/subject/25921439/
《世界上到底有没有百分之百的异性恋》,方悄悄,8.5,https://book.douban.com/subject/26880577/
《简爱》,[英] 夏洛蒂·勃朗特,8.5,https://book.douban.com/subject/1141406/
《金瓶梅》,兰陵笑笑生,8.5,https://book.douban.com/subject/1456692/
《Of Mice and Men》,John Steinbeck,8.5,https://book.douban.com/subject/1456311/
《收山》,常小琥,8.5,https://book.douban.com/subject/26672441/
《编舟记》,三浦紫苑,8.5,https://book.douban.com/subject/26261735/
《人间乐》,古里果,8.5,https://book.douban.com/subject/26841146/
《伪装成独白的爱情》,[匈] 马洛伊·山多尔,8.5,https://book.douban.com/subject/26577690/
《金锁记》,张爱玲,8.5,https://book.douban.com/subject/3017857/
《达摩流浪者》,[美] 杰克·凯鲁亚克,8.5,https://book.douban.com/subject/3151990/
《沧浪之水》,阎真,8.5,https://book.douban.com/subject/1054917/
《到灯塔去》,(英)弗吉尼亚·伍尔夫,8.5,https://book.douban.com/subject/3402999/
《失物之书》,[爱尔兰] 约翰·康诺利,8.5,https://book.douban.com/subject/3608235/
《铁皮鼓》,[德] 格拉斯,8.5,https://book.douban.com/subject/1849791/
《九故事》,[美] J. D. 塞林格,8.5,https://book.douban.com/subject/2161892/
《京华烟云》,林语堂,8.5,https://book.douban.com/subject/1391191/
《米格尔街》,(英)V.S.奈保尔,8.5,https://book.douban.com/subject/21346008/
《马尔克斯：族长的秋天》,加西亚·马尔克斯,8.5,https://book.douban.com/subject/25779593/
《大教堂》,[美] 雷蒙德·卡佛,8.5,https://book.douban.com/subject/3335362/
《出轨》,[爱尔兰] 威廉·特雷弗,8.5,https://book.douban.com/subject/26298590/
《雷蒙德·卡佛短篇小说自选集》,[美] 雷蒙德·卡佛,8.5,https://book.douban.com/subject/3926717/
《平原上的摩西》,双雪涛,8.5,https://book.douban.com/subject/26803179/
《我们在此相遇》,[英] 约翰·伯格,8.5,https://book.douban.com/subject/3669671/
《萤火虫小巷》,[美]克莉丝汀·汉娜,8.5,https://book.douban.com/subject/26642866/
《惧恨拉斯维加斯》,[美] 亨特·S. 汤普森,8.5,https://book.douban.com/subject/26852985/
《那些回不去的年少时光》,桐华,8.5,https://book.douban.com/subject/4231381/
《小姨多鹤》,严歌苓,8.5,https://book.douban.com/subject/3012517/
《终结的感觉》,[英] 朱利安·巴恩斯,8.5,https://book.douban.com/subject/10746177/
《跳房子》,[阿根廷] 胡利奥·科塔萨尔,8.5,https://book.douban.com/subject/2969263/
《时时刻刻》,(美)迈克尔·坎宁安,8.5,https://book.douban.com/subject/6861517/
《鼠疫》,[法] 阿尔贝·加缪,8.5,https://book.douban.com/subject/1056023/
《英国病人》,[加拿大] 迈克尔·翁达杰,8.5,https://book.douban.com/subject/10583075/
《我的奋斗 1：父亲的葬礼》,[挪威] 卡尔·奥韦·克瑙斯高,8.5,https://book.douban.com/subject/26682066/
《花街往事》,路内,8.5,https://book.douban.com/subject/25716611/
《星辰时刻》,(巴西)克拉丽丝·李斯佩克朵,8.5,https://book.douban.com/subject/25699387/
《细雪》,(日)谷崎润一郎,8.5,https://book.douban.com/subject/2160230/
《上海堡垒》,江南,8.5,https://book.douban.com/subject/3268399/
《达芬奇密码》,[美] 丹.布朗,8.5,https://book.douban.com/subject/4242406/
《龙文身的女孩》,[瑞典] 斯蒂格·拉森,8.5,https://book.douban.com/subject/4292149/
《复活节游行》,（美）理查德·耶茨,8.5,https://book.douban.com/subject/4105444/
《斜阳》,（日）太宰治,8.5,https://book.douban.com/subject/3259428/
《恶心》,[法] 让-保罗·萨特,8.5,https://book.douban.com/subject/1030554/
《逆天》,[法] 乔里-卡尔·于斯曼,8.5,https://book.douban.com/subject/4719265/
《爱伦·坡暗黑故事全集（上册）》,[美] 爱伦坡,8.5,https://book.douban.com/subject/20493367/
《一朵桔梗花》,[日] 连城三纪彦,8.5,https://book.douban.com/subject/5269222/
《水之乡》,格雷厄姆·斯威夫特,8.5,https://book.douban.com/subject/4121656/
《他方世界》,[美]约翰·克劳利,8.5,https://book.douban.com/subject/25805143/
《了不起的盖茨比》,[美]菲茨杰拉德,8.5,https://book.douban.com/subject/4149805/
《一个自行发完病毒的病例》,[英]格雷厄姆·格林,8.5,https://book.douban.com/subject/3174506/
《孤城闭》,米兰Lady,8.5,https://book.douban.com/subject/3290028/
《小城畸人》,[美]舍伍德·安德森,8.5,https://book.douban.com/subject/3136267/
《茫茫黑夜漫游》,[法] 路易·费迪南·塞利纳,8.5,https://book.douban.com/subject/3324036/
《大河湾》,[英] V. S. 奈保尔,8.5,https://book.douban.com/subject/25919825/
《纸牌的秘密》,(挪)乔斯坦·贾德,8.5,https://book.douban.com/subject/2296687/
《追随她的旅程》,路内,8.5,https://book.douban.com/subject/3406518/
《最后的猎巫人》,[美] 詹姆斯·莫罗,8.5,https://book.douban.com/subject/26617142/
《走出非洲》,（丹麦）卡伦·布里克森,8.5,https://book.douban.com/subject/20266046/
《一个陌生女子的来信》,[奥] 茨威格,8.5,https://book.douban.com/subject/1159939/
《青春》,[南非] J.M.库切,8.5,https://book.douban.com/subject/1067293/
《乞力马扎罗的雪》,[美]海明威,8.5,https://book.douban.com/subject/1874411/
《青梅竹马》,[日] 樋口一叶,8.5,https://book.douban.com/subject/5299766/
《阳光劫匪》,(日)伊坂幸太郎,8.5,https://book.douban.com/subject/25737793/
《言叶之庭》,[日] 新海诚,8.5,https://book.douban.com/subject/26314932/
《华丽人生》,[日]伊坂幸太郎,8.5,https://book.douban.com/subject/5395724/
《东京塔》,[日] 利利·弗兰克,8.5,https://book.douban.com/subject/1962124/
《爸爸，我们去哪儿？》,[法] 让-路易·傅尼叶,8.5,https://book.douban.com/subject/4732123/
《一把青》,白先勇,8.5,https://book.douban.com/subject/3911404/
《钟形罩》,（美）西尔维娅·普拉斯,8.5,https://book.douban.com/subject/2283762/
《清明上河图密码3》,冶文彪,8.5,https://book.douban.com/subject/26746839/
《爱的算法》,(美)刘宇昆,8.5,https://book.douban.com/subject/11597373/
《庆熹纪事》,红猪侠,8.5,https://book.douban.com/subject/1805988/
《大唐悬疑录2：璇玑图密码》,唐隐,8.5,https://book.douban.com/subject/26840249/
《大逃杀》,高见广春,8.5,https://book.douban.com/subject/20473093/
《未知量》,(奥) 布洛赫,8.5,https://book.douban.com/subject/26391031/
《水浒传（全二册）》,[明] 施耐庵,8.5,https://book.douban.com/subject/1008357/
《魔戒前传》,[英国] 托尔金,8.5,https://book.douban.com/subject/1072334/
《温莎墓园日记》,木心,8.5,https://book.douban.com/subject/1819978/
《不懂浪漫的男朋友》,苏小懒,8.5,https://book.douban.com/subject/26868615/
《野棕榈》,（美）威廉·福克纳,8.5,https://book.douban.com/subject/3431637/
《学生托乐思的迷惘》,(奥地利)罗伯特·穆齐尔,8.5,https://book.douban.com/subject/10809021/
《蒙着眼睛的旅行者》,朱岳,8.4,https://book.douban.com/subject/1960287/
《午夜之子》,[英] 萨曼·鲁西迪,8.4,https://book.douban.com/subject/26607924/
《悟空传》,今何在,8.4,https://book.douban.com/subject/1003000/
《城堡》,[奥地利] 卡夫卡,8.4,https://book.douban.com/subject/2036561/
《时间的针脚》,[西] 玛丽亚·杜埃尼亚斯,8.4,https://book.douban.com/subject/10512236/
《尘埃落定》,阿来,8.4,https://book.douban.com/subject/1080309/
《山中的糖果》,邓安庆,8.4,https://book.douban.com/subject/26791998/
《怒》,[日] 吉田修一,8.4,https://book.douban.com/subject/26760976/
《盗墓笔记》,南派三叔,8.4,https://book.douban.com/subject/1948901/
《群山回唱》,[美] 卡勒德·胡赛尼,8.4,https://book.douban.com/subject/24845582/
《查令十字街84号》,[美] 海莲·汉芙,8.4,https://book.douban.com/subject/1316648/
《此间的少年》,江南,8.4,https://book.douban.com/subject/1020459/
《呼啸山庄》,艾米莉·勃朗特,8.4,https://book.douban.com/subject/1119522/
《1Q84 BOOK 2》,[日] 村上春树,8.4,https://book.douban.com/subject/4885241/
《时间之间》,[英] 珍妮特·温特森,8.4,https://book.douban.com/subject/26756030/
《寻欢作乐》,[英] 威廉·萨默塞特·毛姆,8.4,https://book.douban.com/subject/10768068/
《唐草物语》,[日]涩泽龙彦,8.4,https://book.douban.com/subject/26774091/
《火花》,又吉 直樹,8.4,https://book.douban.com/subject/26315820/
《禅与摩托车维修艺术》,(美)罗伯特·M.波西格,8.4,https://book.douban.com/subject/6811366/
《死水微澜》,李劼人,8.4,https://book.douban.com/subject/1394402/
《百年好合》,蒋晓云,8.4,https://book.douban.com/subject/25764295/
《人生》,路遥,8.4,https://book.douban.com/subject/3803820/
《精灵宝钻》,托尔金,8.4,https://book.douban.com/subject/1063401/
《世上另一个我(修订版)》,[美] 萨拉·帕坎南,8.4,https://book.douban.com/subject/6041708/
《北京法源寺》,李敖,8.4,https://book.douban.com/subject/1062991/
《猜火车》,[英] 欧文·威尔士,8.4,https://book.douban.com/subject/4881998/
《若非此时，何时？》,[意大利] 普里莫·莱维,8.4,https://book.douban.com/subject/26657701/
《更多的人死于心碎》,[美]索尔·贝娄(Saul Bellow),8.4,https://book.douban.com/subject/1438394/
《未央歌》,鹿桥,8.4,https://book.douban.com/subject/2376336/
《尤利西斯》,[爱尔兰] 詹姆斯·乔伊斯,8.4,https://book.douban.com/subject/1038196/
《看海的人》,[日] 小林泰三,8.4,https://book.douban.com/subject/26280924/
《幻影书》,[美] 保罗·奥斯特,8.4,https://book.douban.com/subject/2214350/
《司藤（上下）》,尾鱼,8.4,https://book.douban.com/subject/26674263/
《刀背藏身》,徐皓峰,8.4,https://book.douban.com/subject/24529235/
《新年快乐》,[巴西] 鲁本·丰塞卡,8.4,https://book.douban.com/subject/26717934/
《线》,〔英〕维多利亚·希斯洛普,8.4,https://book.douban.com/subject/25890145/
《恶意》,[日] 东野圭吾,8.4,https://book.douban.com/subject/3646172/
《奇鸟行状录》,[日] 村上春树,8.4,https://book.douban.com/subject/1212080/
《青蛇》,李碧华,8.4,https://book.douban.com/subject/1261153/
《诛仙1》,萧鼎,8.4,https://book.douban.com/subject/1316622/
《雪》,[土] 奥尔罕·帕慕克,8.4,https://book.douban.com/subject/2062599/
《模仿者》,[英] V. S. 奈保尔,8.4,https://book.douban.com/subject/26365959/
《好人难寻》,(美) 奥康纳,8.4,https://book.douban.com/subject/4213981/
《全息玫瑰碎片》,[加]威廉·吉布森,8.4,https://book.douban.com/subject/25808977/
《上升的一切必将汇合》,[美]弗兰纳里·奥康纳,8.4,https://book.douban.com/subject/10483439/
《飞毡》,西西,8.4,https://book.douban.com/subject/26303995/
《在你说“喂”之前》,[意] 伊塔洛·卡尔维诺,8.4,https://book.douban.com/subject/26377363/
《空荡荡的家》,(爱尔兰)科尔姆·托宾,8.4,https://book.douban.com/subject/19950784/
《丧钟为谁而鸣》,海明威,8.4,https://book.douban.com/subject/1174721/
《天浴》,严歌苓,8.4,https://book.douban.com/subject/3024497/
《假面自白》,[日] 三岛由纪夫,8.4,https://book.douban.com/subject/3391245/
《给所有的失去一个温暖的结局》,苏先生,8.4,https://book.douban.com/subject/26743857/
《酥油》,江觉迟,8.4,https://book.douban.com/subject/4922655/
《玩笑》,米兰 · 昆德拉,8.4,https://book.douban.com/subject/1052828/
《时间移民》,刘慈欣,8.4,https://book.douban.com/subject/26210607/
《大树》,[法] 贝纳尔·韦尔贝,8.4,https://book.douban.com/subject/3871911/
《费玛》,[以色列] 阿摩司·奥兹,8.4,https://book.douban.com/subject/10774651/
《新手》,[美] 雷蒙德·卡佛,8.4,https://book.douban.com/subject/26375108/
《已知的世界》,[美] 爱德华·P. 琼斯,8.4,https://book.douban.com/subject/4894979/
《一弦琴》,[日]宫尾登美子,8.4,https://book.douban.com/subject/25938704/
《小妇人》,（美）路易莎梅奥尔科特,8.4,https://book.douban.com/subject/1427288/
《十八岁出门远行》,余华,8.4,https://book.douban.com/subject/2237621/
《好笑的爱》,米兰昆德拉,8.4,https://book.douban.com/subject/1064828/
《思维的形状》,(美)刘宇昆,8.4,https://book.douban.com/subject/26108260/
《三个胡安在海边》,郑宸,8.4,https://book.douban.com/subject/26303593/
《我们飞》,[瑞士]彼得施塔姆,8.4,https://book.douban.com/subject/26704178/
《第十三天》,[德] 梁柯,8.3,https://book.douban.com/subject/26871657/
《S.》,[美] J.J.艾布拉姆斯,8.3,https://book.douban.com/subject/26356515/
《困扰种种》,[美]莉迪亚·戴维斯,8.3,https://book.douban.com/subject/26823134/
《雪人》,[挪] 尤·奈斯博,8.3,https://book.douban.com/subject/26729776/
《人间失格》,太宰治,8.3,https://book.douban.com/subject/4011670/
《1Q84 BOOK 1》,[日] 村上春树,8.3,https://book.douban.com/subject/4742918/
《Me Before You》,JOJO MOYES,8.3,https://book.douban.com/subject/10432334/
《穆斯林的葬礼》,霍达,8.3,https://book.douban.com/subject/1082334/
《了不起的盖茨比》,菲茨杰拉德,8.3,https://book.douban.com/subject/1008988/
《精神病患》,[美]威廉·彼得·布拉蒂,8.3,https://book.douban.com/subject/26732624/
《这里是没有我们存在的地方》,[日] 白石一文,8.3,https://book.douban.com/subject/26848972/
《生活在别处》,[捷克] 米兰·昆德拉,8.3,https://book.douban.com/subject/1013225/
《狼图腾》,姜戎,8.3,https://book.douban.com/subject/1022060/
《夏日的庭院》,汤本香树实,8.3,https://book.douban.com/subject/3056906/
《睡美人与魔纺锤》,[英] 尼尔·盖曼,8.3,https://book.douban.com/subject/26666023/
《红玫瑰与白玫瑰》,张爱玲,8.3,https://book.douban.com/subject/1014278/
《长恨歌》,王安忆,8.3,https://book.douban.com/subject/1082349/
《神们自己》,[美] 艾萨克·阿西莫夫,8.3,https://book.douban.com/subject/26264967/
《村上春树：没有色彩的多崎作和他的巡礼之年》,村上春树,8.3,https://book.douban.com/subject/25733470/
《在细雨中呼喊》,余华,8.3,https://book.douban.com/subject/1082138/
《望春风》,格非,8.3,https://book.douban.com/subject/26757657/
《老人与海》,海明威,8.3,https://book.douban.com/subject/1064275/
《浮生梦》,[英] 达芙妮·杜穆里埃,8.3,https://book.douban.com/subject/26591906/
《妈妈走的那一年》,[美]威廉·麦克斯韦尔,8.3,https://book.douban.com/subject/26755625/
《云图》,(英) 大卫·米切尔,8.3,https://book.douban.com/subject/4202422/
《第二十二条军规》,[美] 约瑟夫·海勒,8.3,https://book.douban.com/subject/1088812/
《老妓抄》,冈本加乃子,8.3,https://book.douban.com/subject/10581659/
《三生三世 十里桃花》,唐七公子,8.3,https://book.douban.com/subject/3426869/
《她是女子，我也是女子》,黃碧雲,8.3,https://book.douban.com/subject/1458164/
《兄弟（上）》,余华,8.3,https://book.douban.com/subject/1401425/
《魔山》,托马斯·曼,8.3,https://book.douban.com/subject/2050779/
《变形记》,[奥] 卡夫卡,8.3,https://book.douban.com/subject/1213546/
《万有引力之虹》,[美国] 托马斯·品钦,8.3,https://book.douban.com/subject/3327495/
《一个人消失在世上》,[意]亚历山德罗·巴里科,8.3,https://book.douban.com/subject/24861167/
《第十个人》,[英]格雷厄姆·格林,8.3,https://book.douban.com/subject/26870270/
《The Door》,Magda Szabo,8.3,https://book.douban.com/subject/26321442/
《生于一九八四》,郝景芳,8.3,https://book.douban.com/subject/26791930/
《神的九十亿个名字》,[英] 阿瑟·克拉克,8.3,https://book.douban.com/subject/20470849/
《朗读者》,[德] 本哈德·施林克,8.3,https://book.douban.com/subject/3537590/
《山海变1·指间错》,八月槎,8.3,https://book.douban.com/subject/26781555/
《那些忧伤的年轻人》,F·S·菲茨杰拉德(Fitzgerald.F.S.),8.3,https://book.douban.com/subject/5321895/
《突然，响起一阵敲门声》,埃特加·凯雷特,8.3,https://book.douban.com/subject/25724491/
《笑忘录》,[捷克] 米兰·昆德拉,8.3,https://book.douban.com/subject/1016486/
《城邦暴力团（上）》,张大春,8.3,https://book.douban.com/subject/5367304/
《克苏鲁神话》,(美) 霍华德·菲利普斯·洛夫克拉夫特,8.3,https://book.douban.com/subject/10537633/
《白银时代》,王小波,8.3,https://book.douban.com/subject/1082150/
《疼》,孙频,8.3,https://book.douban.com/subject/26811334/
《白色流淌一片》,蒋峰,8.3,https://book.douban.com/subject/26301984/
《鸟，看见我了》,阿乙,8.3,https://book.douban.com/subject/5288327/
《鹤唳华亭》,雪满梁园,8.3,https://book.douban.com/subject/3606570/
《孤儿列车》,[英] 克莉丝汀娜·贝克·克兰,8.3,https://book.douban.com/subject/26349261/
《长日留痕》,[英] 石黑一雄,8.3,https://book.douban.com/subject/7046857/
《匆匆那年（上下）》,九夜茴,8.3,https://book.douban.com/subject/2567919/
《春琴抄》,谷崎润一郎,8.3,https://book.douban.com/subject/1434435/
《年轻的心在哭泣》,[美] 理查德·耶茨,8.3,https://book.douban.com/subject/6060418/
《动物寓言集》,[阿根廷] 胡利奥·科塔萨尔,8.3,https://book.douban.com/subject/6010144/
《秒速五厘米》,[日] 新海诚,8.3,https://book.douban.com/subject/21460732/
《你的一切好与坏我都眷恋》,杨西凝,8.3,https://book.douban.com/subject/26652086/
《爱情半夜餐》,(法)米歇尔·图尼埃,8.3,https://book.douban.com/subject/10604943/
《时间回旋》,[加] 罗伯特·查尔斯·威尔森,8.3,https://book.douban.com/subject/3041463/
《排队》,[美] 奥尔加·格鲁辛,8.3,https://book.douban.com/subject/26838224/
《巴黎圣母院》,[法]雨果,8.3,https://book.douban.com/subject/1024197/
《抚顺故事集》,赵松,8.3,https://book.douban.com/subject/25981277/
《44号孩子》,[英] 汤姆·罗伯·史密斯,8.3,https://book.douban.com/subject/4870150/
《死于威尼斯》,[德]托马斯·曼,8.3,https://book.douban.com/subject/4621099/
《胚胎奇谭》,[日] 山白朝子,8.3,https://book.douban.com/subject/26327314/
《怨氣撞鈴1·食骨》,尾魚,8.3,https://book.douban.com/subject/26331014/
《大鱼》,【美】丹尼尔·华莱士,8.3,https://book.douban.com/subject/21681263/
《家鸭与野鸭的投币式寄物柜》,(日)伊坂幸太郎,8.3,https://book.douban.com/subject/6041089/
《大卫·科波菲尔（上下）》,（英）狄更斯,8.3,https://book.douban.com/subject/1014144/
《隐形怪物》,恰克·帕拉尼克 (Chuck Palahniuk),8.3,https://book.douban.com/subject/10282582/
《血族1：侵袭》,[美]吉尔莫·德尔·托罗,8.3,https://book.douban.com/subject/1801813/
《危险的关系》,[法] 拉克洛,8.3,https://book.douban.com/subject/5321896/
《波多里诺》,[意] 翁贝托·埃科,8.3,https://book.douban.com/subject/2003092/
《寂寞的频率》,(日)乙一,8.3,https://book.douban.com/subject/11498200/
《桃花井》,蒋晓云,8.3,https://book.douban.com/subject/25986158/
《恋情的终结》,(英)格雷厄姆·格林,8.3,https://book.douban.com/subject/3266349/
《锅匠，裁缝，士兵，间谍》,[英] 约翰·勒卡雷,8.3,https://book.douban.com/subject/3175259/
《爱情故事》,张佳玮,8.3,https://book.douban.com/subject/26394204/
《The Fault in Our Stars》,John Green,8.3,https://book.douban.com/subject/6897140/
